token,n_docs_present,n_docs_absent,prevalence,prevalence_pct,mean_outcome_present,mean_outcome_absent,delta_outcome,delta_pct_points,ci_low_outcome,ci_high_outcome,ci_low_pct_points,ci_high_pct_points,t_stat,df_welch,p_value,r_point_biserial,q_value,significant_fdr_05,abs_delta_pct_points
women,893,5238,0.14565323764475616,14.565323764475616,0.5724757978117441,0.3424644250865603,0.2300113727251838,23.001137272518378,0.20097223617302573,0.25905050927734186,20.097223617302575,25.905050927734187,15.540517508706396,1164.1164989735155,1.2439874961455397e-49,0.2059810145080348,2.0733124935759e-46,True,23.001137272518378
practice,3610,2521,0.5888109606915675,58.88109606915675,0.4350431462966089,0.2913700071077081,0.1436731391889008,14.36731391889008,0.12418164689558493,0.16316463148221666,12.418164689558493,16.316463148221665,14.450133749830783,5635.491041196459,1.6825984823585883e-46,0.1794671686411441,1.6825984823585883e-43,True,14.36731391889008
social,2618,3513,0.4270102756483445,42.70102756483445,0.45493000557603475,0.31712006588421043,0.1378099396918243,13.78099396918243,0.11790523388099775,0.15771464550265088,11.790523388099775,15.771464550265089,13.572859695099103,5337.76551596502,2.7907141679947983e-41,0.1730508931498836,1.2685064399976355e-38,True,13.78099396918243
professionals,1366,4765,0.22280215299298647,22.280215299298646,0.5047363853000749,0.33905134181099433,0.16568504348908059,16.568504348908057,0.1414784388450307,0.18989164813313048,14.14784388450307,18.989164813313046,13.422948341454717,2099.8548230826477,1.7914584829134896e-39,0.17502879977663366,6.8902249342826525e-37,True,16.568504348908057
children,1485,4646,0.24221171097700211,24.22117109770021,0.4968637423182877,0.33732391061270617,0.15953983170558156,15.953983170558155,0.1358906160897714,0.1831890473213917,13.58906160897714,18.31890473213917,13.228930846703578,2344.4689507572716,1.3908188797849796e-38,0.17351673438961165,4.967210284946356e-36,True,15.953983170558155
training,2507,3624,0.4089055618985484,40.890556189854834,0.45226923056998847,0.3231817287556096,0.1290875018143789,12.908750181437888,0.10905456411622556,0.1491204395125322,10.905456411622556,14.91204395125322,12.632505717607076,5161.312067135601,4.7519386523519886e-36,0.1611108778692829,1.4849808288599964e-33,True,12.908750181437888
education,2010,4121,0.32784211384765943,32.784211384765946,0.4639571166809973,0.33304919716585435,0.13090791951514297,13.090791951514296,0.10968092257823793,0.15213491645204802,10.968092257823793,15.213491645204801,12.09108409194525,3760.980323327912,4.792658783180816e-33,0.1560036153708766,9.585317566361631e-31,True,13.090791951514296
experiences,974,5157,0.158864785516229,15.8864785516229,0.5225497865128256,0.3482811816920299,0.1742686048207957,17.42686048207957,0.14585501911821935,0.20268219052337205,14.585501911821936,20.268219052337205,12.032260849772792,1295.1826914802693,1.0969894500531995e-31,0.1617210695423454,2.0314619445429618e-29,True,17.42686048207957
awareness,1991,4140,0.324743108791388,32.4743108791388,0.4626410631056537,0.33428289599177147,0.12835816711388226,12.835816711388226,0.10691434179227721,0.1498019924354873,10.691434179227722,14.98019924354873,11.735823510190261,3645.077757535975,3.0265672805209206e-31,0.15259092791350656,5.404584429501644e-29,True,12.835816711388226
community,2500,3631,0.40776382319360627,40.77638231936063,0.44666108003108,0.32729188817724875,0.11936919185383127,11.936919185383127,0.0992796186192544,0.13945876508840813,9.92796186192544,13.945876508840813,11.648552629014006,5137.3120499111255,5.703169176576661e-31,0.14891717498109075,9.83305030444252e-29,True,11.936919185383127
learning,1835,4296,0.299298646224107,29.9298646224107,0.46304896586912936,0.33876971454363075,0.12427925132549861,12.427925132549861,0.10243040859514271,0.1461280940558545,10.243040859514272,14.61280940558545,11.1526620962141,3280.527604074848,2.2358930459508147e-28,0.14448348399484987,3.194132922786878e-26,True,12.427925132549861
participants,1527,4604,0.2490621432066547,24.90621432066547,0.47527169039939177,0.3430299033035228,0.13224178709586898,13.224178709586898,0.10895181993592312,0.15553175425581484,10.895181993592312,15.553175425581484,11.134224484987369,2479.5181791751675,3.924608998672819e-28,0.1451861844781466,5.450845831490026e-26,True,13.224178709586898
young,1272,4859,0.20747023324090685,20.747023324090684,0.48876282478876815,0.34643820393454977,0.14232462085421838,14.232462085421837,0.1171388607955315,0.16751038091290524,11.71388607955315,16.751038091290525,11.082882696292772,1880.1271696216684,1.0723373346975677e-27,0.1465097229770486,1.4109701772336416e-25,True,14.232462085421837
gender,437,5694,0.07127711629424237,7.127711629424237,0.593946493374411,0.35923690348519016,0.2347095898892208,23.47095898892208,0.19368657933369984,0.2757326004447418,19.368657933369985,27.57326004447418,11.241333390638511,493.4942339401625,2.9236679358671626e-26,0.15330266015648086,3.654584919833953e-24,True,23.47095898892208
families,815,5316,0.13293100636111566,13.293100636111566,0.5189014155578573,0.35405283904620705,0.16484857651165025,16.484857651165026,0.13508212304252878,0.1946150299807717,13.50821230425288,19.461502998077172,10.866881750519731,1054.544456456323,3.795673560677326e-26,0.14207769354561656,4.6288701959479584e-24,True,16.484857651165026
child,583,5548,0.09509052356874897,9.509052356874898,0.5510011905380687,0.357573152841672,0.19342803769639672,19.342803769639673,0.15852702240061384,0.2283290529921796,15.852702240061383,22.83290529921796,10.881425592738033,695.5814742884688,1.4196515816932357e-25,0.1440427274025624,1.6507576531316694e-23,True,19.342803769639673
family,845,5286,0.1378241722394389,13.782417223943892,0.5162842285919209,0.35353563618787687,0.16274859240404405,16.274859240404403,0.132865862556922,0.19263132225116608,13.286586255692201,19.263132225116607,10.686305278971647,1089.9945006464322,2.0332721206274728e-25,0.14242249231353682,2.310536500713037e-23,True,16.274859240404403
feedback,1393,4738,0.2272060022834774,22.720600228347738,0.4761812168847344,0.34650255612681624,0.12967866075791817,12.967866075791818,0.10521844027854185,0.1541388812372945,10.521844027854184,15.41388812372945,10.396893263232823,2125.772538458584,9.920091026855978e-25,0.13794660279309437,1.0333428152974978e-22,True,12.967866075791818
informed,3034,3097,0.49486217582776054,49.48621758277606,0.4271746110901497,0.32579973393664063,0.10137487715350907,10.137487715350908,0.08180381686295156,0.12094593744406658,8.180381686295156,12.094593744406659,10.154304384351567,6105.714355991552,4.9172125143929545e-24,0.1286702480801284,4.82079658273819e-22,True,10.137487715350908
practitioners,1528,4603,0.24922524873593216,24.922524873593215,0.4665467160606905,0.3458974937885195,0.12064922227217101,12.064922227217101,0.09739387305868845,0.14390457148565355,9.739387305868846,14.390457148565355,10.173269908679993,2494.028467301873,7.572023022133665e-24,0.13248786380800434,7.280791367436216e-22,True,12.064922227217101
